authorizer,enterer,modifier,reference_no,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,pubvol,pubno,firstpage,lastpage,publication_type,basis,language,doi,comments,project_name,project_ref_no,created,modified
"P. Wagner","P. Wagner","M. Clapham",26800,"W. G. H.",Maxwell,,,,1964,"The geology of the Yarrol Region. Part 1. Biostratigraphy","Papers - Department of Geology, University of Queensland",,5,9,1,60,"serial monograph","stated with evidence",English,,,,,"2008-03-19 13:05:26","2013-05-26 07:09:58"
"M. Clapham","M. Clapham",,34807,B.,McCarthy,B.,Runnegar,"J. D. Kleeman",1974,"Late Carboniferous-Early Permian sequence north of Drake, NSW: dates, deposition, and deformation of Beenleigh block","Queensland Government Mining Journal",,75,,325,329,"journal article","stated without evidence",English,,,,,"2011-01-19 17:01:13","2011-01-19 17:01:13"
"M. Clapham","M. Clapham",,34897,G.,McClung,,,,1977,"Appendix: Invertebrate fossils from GSQ Taroon 11-11A","Queensland Government Mining Journal",,78,914,629,,"journal article","stated without evidence",English,,,,,"2011-01-27 13:51:14","2011-01-27 13:51:14"
"M. Clapham","M. Clapham","M. Clapham",34898,G.,McClung,,,,1977,"Permian marine invertebrate macrofossils - GSQ Taroom 10","Queensland Government Mining Journal",,78,913,574,578,"journal article","stated without evidence",English,,,,,"2011-01-27 16:30:19","2011-01-27 16:54:04"
"M. Clapham","M. Clapham",,36711,G.,McClung,,,,1978,"Morphology, palaeocology and biostratigraphy of Ingelarella (Brachiopoda : Spiriferida) in the Bowen and Sydney Basins of Eastern Australia","Geological Survey of Queensland Publication",,365,,17,87,"journal article","stated with evidence",English,,,,,"2011-07-18 13:55:41","2011-07-18 13:55:41"
"M. Clapham","M. Clapham",,34854,"G. R.",McClung,,,,1983,"Faunal sequence and palaeoecology of the marine Permian in GSQ Eddystone 1, Denison Trough, Queensland","Geological Survey of Queensland Publication",,384,,43,80,"serial monograph","stated with evidence",English,,,,,"2011-01-22 13:38:11","2011-01-22 13:38:11"
"M. Clapham","M. Clapham",,33598,G.,McClung,J.,Armstrong,,1975,"New species of Martiniopsis (Brachiopoda: Spiriferida) from the Permian of eastern Australia","Queensland Government Mining Journal",,76,,231,234,"journal article","stated with evidence",English,,,,,"2010-08-29 18:29:52","2010-08-30 11:29:52"
"M. Clapham","M. Clapham",,27930,G.,McClung,J.,Armstrong,,1978,"Species of Glendonia gen. nov. (Ingelarellinae: Spiriferida) in the Permian of eastern Australia","Geological Survey of Queensland Publication",,365,,1,5,"journal article","stated without evidence",English,,,,,"2008-08-10 10:01:27","2008-08-11 03:01:27"
"A. McGowan","A. McGowan","A. McGowan",12967,"R. A.",McTavish,"J. M.",Dickins,,1974,"The age of the Kockatea Shale (Lower Triassic), Perth Basin-a reassessment","Journal of the Geological Society of Australia",,21,,95,211,"journal article","stated without evidence",,,,,,"2005-03-24 05:23:48","2005-03-25 00:23:48"
"M. Clapham","M. Clapham","M. Clapham",27325,"A. K.",Miller,"W. M.",Furnish,,1940,"Permian ammonoids of the Guadalupe Mountain region and adjacent area","Geological Society of America Special Paper",,26,,1,242,"serial monograph","stated without evidence",English,,,,,"2008-06-07 08:55:05","2012-07-21 16:05:11"
"M. Clapham","M. Clapham",,28682,"I. P.",Morozova,,,,2004,"New Early Permian bryozoans of eastern Australia","Paleontological Journal",,38,4,381,392,"journal article","stated with evidence",English,,,,,"2008-12-06 13:59:43","2008-12-07 08:59:43"
"M. Clapham","M. Clapham","M. Clapham",27516,"N. J.",Morris,"J. M.",Dickins,"K. Astafieva-Urbaitis",1991,"Upper Palaeozoic Anomalodesmatan Bivalvia","Bulletin of the British Museum of Natural History (Geology)",,47,1,51,100,"journal article","stated without evidence",English,,,,,"2008-06-30 11:16:31","2013-04-03 08:30:48"
"M. Clapham","M. Clapham","M. Clapham",27341,"V. A.",Muromtseva,"V. A.",Guskov,,1984,,"Permskie Morskie Otlozheniya I Dvustvorchatie Mollyuski Sovetskoi Arktiki",,,,1,154,"book/book chapter","stated with evidence",Russian,,,,,"2008-06-07 13:15:29","2013-04-07 06:18:01"
"M. Clapham","M. Clapham",,42463,"R. B.",Newton,,,,1892,"On the occurrence of Chonetes pratti, Davidson, in the Carboniferous rocks of Western Australia","Geological Magazine, New Series, Decade III",,9,,542,544,"journal article","stated with evidence",English,,,,,"2012-07-27 02:54:47","2012-07-27 02:54:47"
"M. Clapham","M. Clapham","M. Clapham",34808,"S. M.",Parfrey,,,,1984,"Permian marine invertebrate macrofossils - GSQ Mundubbera 11","Records of the Geological Survey of Queensland",,1984,34,1,13,"serial monograph","none discussed",English,,,,,"2011-01-19 17:48:18","2011-09-06 08:13:24"
"M. Clapham","M. Clapham","M. Clapham",37461,"S. M.",Parfrey,,,,1984,"Permian fossils from the Gayndah 1 100,000 sheet area","Records of the Geological Survey of Queensland",,1984,18,1,2,"serial monograph","none discussed",English,,,,,"2011-09-06 07:45:12","2011-09-06 08:13:08"
"M. Clapham","M. Clapham","M. Clapham",34894,"S. M.",Parfrey,,,,1985,"Reports on Permian faunas","Records of the Geological Survey of Queensland",,1985,17,1,12,"serial monograph","none discussed",English,,,,,"2011-01-26 15:26:37","2011-09-06 08:13:39"
"M. Clapham","M. Clapham",,33644,"S. M.",Parfrey,,,,1986,"Early Permian invertebrates from the Camboon Andesite near Biloela, southeastern Bowen Basin","Geological Survey of Queensland Publication",,387,,57,67,"journal article","stated with evidence",English,,,,,"2010-08-29 19:33:46","2010-08-30 12:33:46"
"N. Heim","N. Heim",,15693,S.,Peou,,,,1979,"A new athyridacean brachiopod from the Carboniferous of Rawdon Vale, New South Wales",Alcheringa,,3,,189,195,"journal article","stated without evidence",English,,"The systematic description in this paper is limited to a single new species, however complete faunal lists (for brachiopods) is included for two sections.",,,"2006-01-23 14:07:50","2006-01-24 09:07:59"
"J. Alroy","M. Sommers","J. Alroy",562,S.,Peou,"B. A.",Engel,,1979,"A Carboniferous fauna from Rawdon Vale, New South Wales",Alcheringa,,3,,141,157,"journal article","not entered",English,,,,,"2000-06-29 11:49:48","2009-11-23 10:10:57"
"M. Clapham","M. Clapham",,28681,"J. R. P.","Phillips Ross",,,,1963,"Lower Permian Bryozoa from Western Australia",Palaeontology,,6,1,70,82,"journal article","stated with evidence",English,,,,,"2008-12-06 13:48:30","2008-12-07 08:48:30"
"D. Bottjer","C. Powers",,18569,"C. M.",Reid,,,,2003,"Permian Bryozoa of Tasmania and New South Wales: systematics and their use in Tasmanian biostratigraphy","Association of Australasian Palaeontologists, Memoir",,28,,1,133,"serial monograph","stated with evidence",English,,,,,"2006-09-06 16:56:42","2006-09-07 09:56:42"
"N. Heim","N. Heim",,15598,J,Roberts,,,,1963,"A lower Carboniferous fauna from Lewinsbrook, New South Wales","Journal and Proceedings of the Royal Society of New South Wales",,97,,1,29,"journal article","stated without evidence",English,,"Page numbers do not include 6 plates",,,"2006-01-16 10:14:51","2006-01-17 05:14:51"
"N. Heim","N. Heim",,15599,J.,Roberts,,,,1964,"Lower Carboniferous Faunas from Wiragulla and Dungog, New South Wales","Journal and Proceedings of the Royal Society of New South Wales",,97,6A,193,215,"journal article","stated without evidence",English,,,,,"2006-01-16 12:00:02","2006-01-17 07:01:38"
"N. Heim","N. Heim",,18073,J.,Roberts,,,,1964,"Lower Carboniferous brachiopods from Greenhills, New South Wales","Journal of the Geological Soceity of Australia",,10,,173,194,"journal article","stated without evidence",English,,,,,"2006-07-24 16:24:11","2006-07-25 09:24:27"
"J. Alroy","M. Sommers","J. Alroy",336,J.,Roberts,,,,1965,"A Lower Carboniferous fauna from Trevallyn, New South Wales",Palaeontology,,8,1,54,81,"journal article","stated without evidence",,,,,,"1999-10-23 14:20:46","2009-11-23 10:09:18"
"N. Heim","N. Heim","N. Heim",12447,J.,Roberts,,,,1975,"Early Carboniferous brachiopod zones of eastern Australia","Journal of the Geological Society of Australia",,22,1,1,31,"journal article","stated without evidence",,,,,,"2005-01-24 07:07:51","2005-01-25 05:12:03"
"N. Heim","N. Heim",,15600,J.,Roberts,"J. W.",Hunt,"D. M. Thompson",1976,"Late Carboniferous marine invertebrate zones of eastern Australia",Alcheringa,,1,,197,225,"journal article","stated without evidence",English,,,,,"2006-01-16 14:05:17","2006-01-17 09:05:31"
"M. Clapham","M. Clapham",,37509,B.,Runnegar,,,,1965,"The bivalves Megadesmus Sowerby and Astartila Dana from the Permian of eastern Australia","Journal of the Geological Society of Australia",,12,2,227,252,"journal article","stated with evidence",English,,,,,"2011-09-07 15:24:32","2011-09-07 15:24:32"
"M. Clapham","M. Clapham",,42917,B.,Runnegar,,,,1967,"Desmodont bivalves from the Permian of eastern Australia","Bureau of Mineral Resources, Geology and Geophysics Bulletin",,96,,1,108,"serial monograph","stated with evidence",English,,,,,"2012-09-09 07:29:56","2012-09-09 07:29:56"
"M. Clapham","M. Clapham",,46867,B.,Runnegar,,,,1970,"Eurydesma and Glendella gen. nov. (Bivalvia) in the Permian of eastern Australia","Bureau of Mineral Resources, Geology and Geophysics Bulletin",,116,,83,118,"serial monograph","stated with evidence",English,,,,,"2013-05-18 08:24:09","2013-05-18 08:24:09"
"M. Clapham","M. Clapham",,38501,"G. B.",Sowerby,,,,1844,"Palaeozoic shells from Van Diemen's Land","Geological Observations on the Volcanic Islands Visited during the Voyage of HMS Beagle","C. Darwin",,,158,160,"book/book chapter","stated without evidence",English,,,,,"2011-11-13 06:29:50","2011-11-13 06:29:50"
"M. Clapham","M. Clapham",,27469,F.G.,Stehli,,,,1961,"New terebratuloid genera from Australia","Journal of Paleontology",,35,3,451,456,"journal article","stated without evidence",English,,,,,"2008-06-27 19:23:53","2008-06-28 12:23:53"
"P. Wagner","P. Wagner","M. Clapham",26633,"P. E.",Strzelecki,,,,1845,,"Physical descriptions of New South Wales and Van Dieman’s Land",,,,1,462,"book/book chapter","stated without evidence",English,,,,,"2008-03-06 18:50:37","2012-09-08 13:34:07"
"M. Clapham","M. Clapham",,27932,"R. H.",Swart,,,,1998,"Revision of Permian pleurotomarian gastropods from the Carnarvon and Bonaparte basins, Western Australia","Proceedings of the Royal Society of Victoria",,110,1/2,163,172,"journal article","stated without evidence",English,,,,,"2008-08-10 12:45:01","2008-08-11 05:45:01"
"M. Clapham","M. Clapham",,42744,C.,Teichert,,,,1953,"A new ammonoid from the eastern Australian Permian province","Journal and Proceedings of the Royal Society of New South Wales",,87,,46,50,"journal article","stated with evidence",English,,,,,"2012-08-26 06:18:16","2012-08-26 06:18:16"
"M. Clapham","M. Clapham",,42528,C.,Teichert,"H. O.",Fletcher,,1943,"A Permian ammonoid from New South Wales and the correlation of the Upper Marine Series","Records of the Australian Museum",,21,,156,163,"journal article","stated with evidence",English,,,,,"2012-08-02 07:46:53","2012-08-02 07:46:53"
"M. Clapham","M. Clapham","M. Clapham",41227,"G. A.",Thomas,,,,1957,"Oldhaminid brachiopods in the Permian of northern Australia","Journal of the Palaeontological Society of India",,2,,174,182,"journal article","stated with evidence",English,,,,,"2012-04-21 06:07:00","2012-04-21 06:18:09"
"M. Clapham","M. Clapham","M. Clapham",27553,"G. A.",Thomas,,,,1958,"The Permian Orthotetacea of Western Australia","Bureau of Mineral Resources, Geology and Geophysics Bulletin",,39,,1,158,"serial monograph","stated without evidence",English,,,,,"2008-07-04 20:21:57","2013-04-03 07:55:16"
"M. Clapham","M. Clapham","M. Clapham",27554,"G. A.",Thomas,,,,1971,"Carboniferous and Early Permian brachiopods from western and northern Australia","Bureau of Mineral Resources, Geology and Geophysics Bulletin",,56,,1,277,"serial monograph","stated without evidence",English,,,,,"2008-07-04 20:41:25","2013-04-03 07:55:24"
"P. Wagner","P. Wagner",,26676,"R. E.",Wass,,,,1967,"New species of Permian gastropods from Queensland","Proceedings of the Linnean Society of New South Wales",,92,11,67,73,"journal article","stated without evidence",English,,,,,"2008-03-11 10:01:28","2008-03-12 04:01:28"
"M. Clapham","M. Clapham",,30258,"R. E.",Wass,,,,1967,"Permian Polyzoa from the Port Keats District, Northern Territory","Proceedings of the Linnean Society of New South Wales",,92,2,162,170,"journal article","stated with evidence",English,,,,,"2009-07-11 18:58:31","2009-07-12 11:58:31"
"M. Clapham","M. Clapham","M. Clapham",30366,"R. E.",Wass,,,,1968,"Permian Polyzoa from the Bowen Basin","Bureau of Mineral Resources, Geology and Geophysics Bulletin",,90,,1,135,"journal article","stated with evidence",English,,,,,"2009-07-18 08:55:10","2013-04-03 08:01:13"
"M. Clapham","M. Clapham",,33739,"R. E.",Wass,"M. R.",Banks,,1971,"Some Permian trilobites from eastern Australia",Palaeontology,,14,,222,241,"journal article","stated with evidence",English,,,,,"2010-08-29 22:12:03","2010-08-30 15:12:03"
"M. Clapham","M. Clapham","M. Clapham",28047,"J. B.",Waterhouse,,,,1967,"A new species of Attenuatella (Brachiopoda) from Permian beds near Drake, New South Wales","Records of the Australian Museum",,27,,167,173,"journal article","stated with evidence",English,,,,,"2008-08-24 12:13:50","2013-04-03 12:08:44"
"D. Bottjer","M. Clapham","M. Clapham",11176,"J. B.",Waterhouse,,,,1968,"The classification and description of Permian Spiriferida (Brachiopoda) from New Zealand","Palaeontographica Abteilung A",,129,1-3,1,94,"journal article","stated without evidence",,,,,,"2004-07-20 13:02:02","2004-07-21 06:02:02"
"M. Clapham","M. Clapham",,27358,"J. B.",Waterhouse,,,,1968,"New species of Megousia Muir-Wood and Cooper and allied new genus from the Permian of Australia and North America","Journal of Paleontology",,42,5,1171,1185,"journal article","stated without evidence",English,,,,,"2008-06-09 17:33:34","2008-06-10 10:33:34"
"T. Olszewski","L. Fall","L. Fall",14013,"J. B.",Waterhouse,,,,1970,"Gondwanan occurrences of the upper Paleozoic brachiopod Stepanoviella","Journal of Paleontology",,44,1,37,50,"journal article","stated without evidence",English,,,,,"2005-07-27 12:41:42","2005-07-28 05:41:57"
"M. Clapham","M. Clapham",,28432,"J. B.",Waterhouse,,,,1970,"Permian brachiopod Retimarginifera n. gen. n. sp. from the Byro Group of Carnarvon Basin, Western Australia","Journal of the Royal Society of Western Australia",,53,4,120,128,"journal article","stated with evidence",English,,,,,"2008-11-09 18:06:48","2008-11-10 13:06:48"
"M. Clapham","M. Clapham","M. Clapham",33746,"J. B.",Waterhouse,,,,1979,"New members of the Atomodesminae (Bivalvia) from the Permian of Australia and New Zealand","Papers - Department of Geology, University of Queensland",,9,,1,22,"journal article","stated with evidence",English,,,,,"2010-08-29 22:16:31","2013-04-03 11:57:03"
"D. Bottjer","M. Clapham","M. Clapham",10837,"J. B.",Waterhouse,,,,1983,"Systematic description of Permian brachiopods, bivalves and gastropods below Wall Sandstone Member, northern Bowen Basin","Papers of the Department of Geology, University of Queensland",,10,3,155,179,"journal article","stated without evidence",,,,,,"2004-06-12 17:37:12","2004-06-13 10:37:12"
"M. Clapham","M. Clapham","M. Clapham",27819,"J. B.",Waterhouse,,,,1986,"New late Palaeozoic invertebrate taxa","Bulletin of the Indian Geologists' Association",,19,1,1,8,"journal article","stated with evidence",English,,,,,"2008-07-31 09:57:14","2010-04-16 10:46:24"
"P. Wagner","P. Wagner","P. Wagner",11597,"J. B.",Waterhouse,,,,1987,"Late Palaeozoic Mollusca and correlations from the south-east Bowen Basin, east Australia","Palaeontographica Abteilung A",,198,4-6,129,333,"serial monograph","stated without evidence",,,,,,"2004-09-03 11:11:47","2004-09-04 04:11:47"
"M. Clapham","M. Clapham",,27368,"J. B.",Waterhouse,,,,1987,"Late Palaeozoic Brachiopoda (Athyrida, Spiriferida and Terebratulida) from the southeast Bowen Basin, east Australia","Palaeontographica Abteilung A",,196,1-3,1,56,"journal article","stated without evidence",English,,,,,"2008-06-10 10:43:57","2008-06-11 03:43:57"
"M. Clapham","M. Clapham","M. Clapham",33926,"J. B.",Waterhouse,,,,1988,"Revision of the bivalved mollusca described by James Dwight Dana 1847-1849 from the Permian of eastern Australia","Papers - Department of Geology, University of Queensland",,12,2,165,228,"journal article","stated with evidence",English,,,,,"2010-09-20 20:26:28","2013-04-03 11:57:10"
"M. Clapham","M. Clapham","M. Clapham",35121,"J. B.",Waterhouse,"D. J. C.",Briggs,"S. M. Parfrey",1983,"Major faunal assemblages in the Early Permian Tiverton Formation near Homevale Homestead, northern Bowen Basin, Queensland","Permian Geology of Queensland",,,,121,138,"book/book chapter","stated with evidence",English,,,,,"2011-02-12 05:26:11","2011-02-12 05:49:27"
"M. Clapham","M. Clapham",,27351,"J. B.",Waterhouse,D.J.C.,Briggs,,1986,"Late Palaeozoic Scyphozoa and Brachiopoda (Inarticulata, Strophomenida, Productida and Rhynchonellida) from the southeast Bowen Basin, Australia","Palaeontographica Abteilung A",,193,1-4,1,76,"journal article","stated without evidence",English,,,,,"2008-06-09 15:05:29","2008-06-10 08:05:29"
"M. Clapham","M. Clapham",,35115,"J. B.",Waterhouse,"J. S.",Jell,,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin","Permian Geology of Queensland",,,,231,267,"book/book chapter","stated with evidence",English,,,,,"2011-02-11 12:25:19","2011-02-11 12:25:19"
"M. Foote","M. Foote","M. Foote",10845,"G. E.",Webb,,,,1990,"Lower Carboniferous coral fauna of the Rockhampton Group, east-central Queensland","Memoir of the Association of Australasian Palaeontologists [J.A. Jell, ed. Devonian and Carboniferous coral studies]",,10,,1,167,"journal article","stated without evidence",,,,,,"2004-06-14 09:01:51","2004-06-15 02:01:51"
"G. Webster","G. Webster",,22996,"G. D.",Webster,,,,1987,"Permian crinoids from the type-section of the Callytharra Formation, Callytharra Springs, Western Australia",Alcheringa,,11,,95,135,"journal article","stated with evidence",English,,,,,"2007-02-26 19:07:06","2007-02-27 14:07:06"
"G. Webster","G. Webster",,22998,"G. D.",Webster,,,,1990,"New Permian crinoids from Australia",Palaeontology,,33,,49,73,"journal article","stated with evidence",English,,"3 pl.",,,"2007-02-26 19:07:06","2007-02-27 14:07:06"
"G. Webster","G. Webster",,23013,"G. D.",Webster,P.A.,Jell,,1992,"Permian echinoderms from Western Australia","Memoirs of the Queensland Museum",,32,1,311,373,"journal article","stated with evidence",English,,,,,"2007-02-26 19:07:07","2007-02-27 14:07:07"
"G. Webster","G. Webster",,23108,"R. J.",Willink,,,,1978,"Catillocrinids from the Permian of eastern Australia",Alcheringa,,2,,83,102,"journal article","stated without evidence",English,,,,,"2007-02-26 19:07:16","2007-02-27 14:07:16"
"G. Webster","G. Webster",,23109,"R. J.",Willink,,,,1979,"Some conservative and some highly-evolved Permian crinoids from eastern Australia",Alcheringa,,3,,117,134,"journal article","stated without evidence",English,,,,,"2007-02-26 19:07:16","2007-02-27 14:07:16"
"G. Webster","G. Webster","M. Clapham",23110,"R. J.",Willink,,,,1979,"The crinoid genera Tribrachyocrinus McCoy, Calceolispongia Etheridge, Jimbacrinus Teichert and Meganotocrinus n. gen. in the Permian of eastern Australia","Palaeontographica Abt. A",,165,3-6,137,194,"journal article","stated without evidence",English,,,,,"2007-02-26 19:07:16","2008-08-10 10:56:55"
"F. Fursich","F. Fursich","F. Fursich",10060,"R. J.",Willink,,,,1980,"Two new camerate crinoid species from the Permian of eastern Australia",Alcheringa,,4,3-4,227,232,"journal article","stated without evidence",,,,1%,,"2004-03-19 05:17:22","2004-03-20 00:27:03"
"G. Webster","G. Webster",,23111,"R. J.",Willink,,,,1980,"A new coiled-stemmed camerate crinoid from the Permian of eastern Australia","Journal of Paleontology",,54,,15,34,"journal article","stated without evidence",English,,,,,"2007-02-26 19:07:16","2007-02-27 14:07:16"
